sample,latitude,longitude,dist_coast,dist_ocean,elevation
AV1_2,-85.17623333,-174.0921667,70513.70503,727456.4855,1424.078125
AV1_4,-85.17621667,-174.09745,70500.56379,727467.734,1424.078125
AV1_5,-85.17611667,-174.1005,70483.43083,727464.7564,1424.078125
AV1_6,-85.17621667,-174.1026333,70489.43475,727480.4903,1403.25
AV1_7,-85.17615,-174.1070667,70472.88766,727484.418,1403.25
AV1_8,-85.17595,-174.1165333,70431.53021,727486.7821,1389.570313
AV2_1,-85.1706,-174.1338,69828.44693,726968.7308,1370.28125
AV2_2,-85.17028333,-174.1349833,69792.40649,726938.4747,1358.796875
AV2_4,-85.1696,-174.1364,69717.05026,726870.375,1358.796875
AV2_7,-85.16801667,-174.1389,69544.10718,726710.6537,1334.515625
AV2_8,-85.16761667,-174.1393333,69500.83841,726669.8132,1335.320313
AV3_1,-85.17068333,-174.1483,69806.60785,727013.3729,1393.0625
AV3_2,-85.1703,-174.1474833,69767.72457,726971.1829,1377.742188
AV3_3,-85.16941667,-174.14615,69676.98116,726875.3213,1362.609375
AV3_4,-85.16831667,-174.1512667,69549.67532,726772.7546,1345.625
AV3_5,-85.16756667,-174.1528167,69466.96752,726698.0202,1339.179688
AV3_6,-85.16716667,-174.1518667,69426.60929,726653.7524,1339.179688
BP1_1,-85.21261667,-177.3386167,73919.55364,740341.2452,1355.070313
BP1_2,-85.21048333,-177.3285167,73673.60435,740091.63,1331.210938
BP1_3,-85.20783333,-177.3224167,73379.93647,739802.0633,1312.039063
BP1_4,-85.20495,-177.3292333,73085.23216,739529.8678,1286.421875
BP1_5,-85.20321667,-177.3433333,72926.89095,739398.2091,1257.101563
BP1_6,-85.20146667,-177.3620167,72775.91678,739279.6296,1224.109375
BP1_7,-85.20093333,-177.3721,72738.4512,739257.5846,1210.992188
BP1_8,-85.20063333,-177.3757667,72713.58585,739238.7734,1209.304688
BP2_1,-85.21213333,-177.3576,73903.25744,740352.4529,1352.671875
BP2_2,-85.2116,-177.3588833,73848.85074,740302.1924,1342.640625
BP2_3,-85.21121667,-177.3620333,73813.92462,740273.1753,1342.640625
BP2_5A,-85.20721667,-177.3887,73438.77717,739950.845,1265.59375
BP2_5B,-85.20591667,-177.40175,73325.70594,739860.2329,1226.679688
BP2_7,-85.20363333,-177.3919667,73063.94051,739596.2985,1210.726563
BP2_8,-85.20238333,-177.3907167,72928.5914,739464.9681,1204.5625
BP3_1,-85.21436667,-177.4047667,74230.22863,740730.593,1361.859375
BP3_2,-85.2135,-177.4085667,74145.33898,740654.4657,1345.367188
BP3_4,-85.21158333,-177.4173667,73958.52728,740487.4202,1305.367188
BP3_5,-85.21001667,-177.4193167,73795.76531,740334.1161,1278.523438
BP3_6,-85.20616667,-177.41665,73381.32626,739933.4867,1221.289063
BP3_7,-85.20533333,-177.4148667,73289.26389,739842.8992,1201.195313
BP3_8,-85.2049,-177.4135667,73240.66202,739794.5977,1201.195313
HV1_2,-85.04411667,-177.2333833,55828.79854,722839.2792,1290.234375
HV1_3,-85.0419,-177.2421167,55615.75492,722643.0462,1156.398438
HV1_4,-85.0404,-177.2420333,55457.55056,722490.2032,1123.046875
HV1_5,-85.03806667,-177.2369667,55199.7572,722235.8962,1062.515625
HV1_6,-85.03393333,-177.2206167,54725.5599,721760.6408,1023.679688
HV1_7,-85.03103333,-177.1790333,54322.38054,721326.2721,1024.226563
HV1_8,-85.03005,-177.1751333,54209.5945,721213.154,992.25
HV2_5,-85.0467,-177.4161667,56553.95698,723717.4359,924.375
HV2_6,-85.04845,-177.4213167,56750.37688,723912.5509,912.15625
HV2_7,-85.05035,-177.4160667,56935.29531,724087.6563,916.6015625
HV3_10,-85.02945,-177.1922833,54186.25617,721209.5435,1003.085938
HV3_1,-85.03316667,-177.3292167,54912.54009,722048.5582,1147.296875
HV3_2,-85.02861667,-177.1936667,54101.65526,721129.3976,986.578125
HV3_3,-85.03285,-177.3167,54847.48171,721974.0536,1155.289063
HV3_4,-85.03288333,-177.3021167,54814.16084,721928.1693,1096.34375
HV3_5,-85.03076667,-177.2549167,54474.8855,721553.8684,1058.304688
HV3_6,-85.03111667,-177.2489333,54497.0953,721569.3164,1035.054688
HV3_7,-85.0316,-177.2427,54532.8104,721597.4966,1035.054688
HV3_8,-85.03196667,-177.2374833,54558.796,721617.2469,1015.875
HV3_9,-85.0324,-177.2265167,54578.10541,721624.4788,1011.460938
MF1_1,-84.62618333,-176.7664333,12543.10518,677943.4922,584.75
MF1_2,-84.62638333,-176.7611,12518.94828,677958.4749,540.9296875
MF1_3,-84.62646667,-176.7549,12479.83457,677959.7848,540.9296875
MF1_6,-84.6236,-176.7353,12119.20017,677625.7018,451.109375
MF2_1,-84.62351667,-176.73275,12094.14981,677613.5467,404.796875
MF2_2,-84.62375,-176.72945,12087.55473,677634.6942,404.796875
MF2_3,-84.62373333,-176.7252167,12055.29472,677627.6749,404.796875
MF2_4,-84.62266667,-176.75065,12163.25946,677543.8311,487.171875
MF3_1,-84.62266667,-176.7455833,12125.46103,677537.5494,487.171875
MF3_2,-84.62411667,-176.0409667,8650.152209,675915.9753,302.0390625
MFx1,-84.62511667,-176.7705333,12493.60641,677833.3261,593.65625
MFx2,-84.62411667,-176.04085,8649.937648,675915.5669,302.0390625
MFx3,-84.62406667,-176.04295,8648.470701,675917.8028,302.0390625
MSP10X,-84.483,-176.4972667,2539.608833,662132.3213,201.2265625
MSP11X,-84.46486667,-177.1276667,6434.987256,661010.3811,228.2734375
MSP13X,-84.48296667,-176.4805333,2420.197229,662108.4403,124.1171875
MSP1_1,-84.46493333,-177.1614667,6397.925618,661066.455,252.5078125
MSP1_2,-84.48301667,-176.51275,2654.576321,662152.9714,295.84375
MSP1_4,-84.48306667,-176.5035333,2590.202045,662147.1503,245.8828125
MSP2_1,-84.48188333,-176.5069667,2525.526563,662023.3455,244.2734375
MSP2_2,-84.4819,-176.4975333,2455.703058,662013.6702,198.34375
MSP2_3,-84.48153333,-176.49465,2406.153513,661970.5089,192.4609375
MSP3_1,-84.48191667,-176.4879,2386.498764,662003.7834,158.2109375
MSP3_2,-84.48085,-176.47925,2239.917229,661877.9362,105.8984375
MSP3_3,-84.48046667,-176.4826833,2235.363696,661840.6271,84.234375
MSP3_4,-84.48018333,-176.4880833,2254.628792,661816.5226,139.9609375
MSP4_1,-84.46606667,-177.1224167,6572.624805,661132.2677,255.03125
MSP4_2A,-84.46566667,-177.1357167,6508.948647,661108.2788,244.484375
MSP4_2B,-84.46566667,-177.1357167,6508.948647,661108.2788,244.484375
MSP4_2C,-84.46566667,-177.1357167,6508.948647,661108.2788,244.484375
MSP4_4,-84.46466667,-177.1685,6362.256338,661047.9181,260.9921875
MSPX1,-84.4784,-176.4787,2051.358722,661612.2631,69.125
MSPX2,-84.48146667,-176.4787,2284.950765,661943.9743,105.8984375
