files	sample	location	year	latitude	longitude	x	y	dataset	reads
R1_BP2_5B.fastq.gz	BP2_5B	Bennett_Platform	2017	-85.20591667	-177.40175	496251.355652686	537265.422038173	dt1	30525
R1_BP2_7.fastq.gz	BP2_7	Bennett_Platform	2017	-85.20363333	-177.3919667	496340.902349155	537520.961543702	dt1	26459
R1_BP2_8.fastq.gz	BP2_8	Bennett_Platform	2017	-85.20238333	-177.3907167	496351.62289885	537660.589528633	dt1	46220
R1_BP3_1.fastq.gz	BP3_1	Bennett_Platform	2017	-85.21436667	-177.4047667	496229.849044101	536321.87772538	dt1	39440
R1_BP3_2.fastq.gz	BP3_2	Bennett_Platform	2017	-85.2135	-177.4085667	496193.767446243	536418.381247019	dt1	30097
R1_BP3_4.fastq.gz	BP3_4	Bennett_Platform	2017	-85.21158333	-177.4173667	496110.234250664	536631.766618326	dt1	31206
R1_BP3_5.fastq.gz	BP3_5	Bennett_Platform	2017	-85.21001667	-177.4193167	496090.785450534	536806.533939844	dt1	18224
R1_BP3_6.fastq.gz	BP3_6	Bennett_Platform	2017	-85.20616667	-177.41665	496112.531524725	537236.522957178	dt1	29207
R1_BP3_7.fastq.gz	BP3_7	Bennett_Platform	2017	-85.20533333	-177.4148667	496128.498670793	537329.676125953	dt1	23749
R1_BP3_8.fastq.gz	BP3_8	Bennett_Platform	2017	-85.2049	-177.4135667	496140.2819847	537378.139855245	dt1	32749
R1_HV1_1.fastq.gz	HV1_1	Heekin_Valley	2017	-85.04663333	-177.2275	497806.881494595	555056.756820658	dt1	3877
R1_HV1_2.fastq.gz	HV1_2	Heekin_Valley	2017	-85.04411667	-177.2333833	497749.026143393	555337.489414245	dt1	49989
R1_HV1_3.fastq.gz	HV1_3	Heekin_Valley	2017	-85.0419	-177.2421167	497663.751455231	555584.60999557	dt1	33637
R1_HV1_4.fastq.gz	HV1_4	Heekin_Valley	2017	-85.0404	-177.2420333	497663.851446023	555752.073214645	dt1	49873
R1_HV1_5.fastq.gz	HV1_5	Heekin_Valley	2017	-85.03806667	-177.2369667	497711.681565414	556012.769649127	dt1	45168
R1_HV1_6.fastq.gz	HV1_6	Heekin_Valley	2017	-85.03393333	-177.2206167	497867.79782086	556474.843984427	dt1	47120
R1_HV1_7.fastq.gz	HV1_7	Heekin_Valley	2017	-85.03103333	-177.1790333	498268.681115664	556799.997243742	dt1	58291
R1_HV1_8.fastq.gz	HV1_8	Heekin_Valley	2017	-85.03005	-177.1751333	498306.06115862	556909.892644404	dt1	35031
R1_HV2_5.fastq.gz	HV2_5	Heekin_Valley	2017	-85.0467	-177.4161667	495988.197386343	555039.136017334	dt1	34806
R1_HV2_6.fastq.gz	HV2_6	Heekin_Valley	2017	-85.04845	-177.4213167	495939.984073974	554843.408186831	dt1	36399
R1_HV2_7.fastq.gz	HV2_7	Heekin_Valley	2017	-85.05035	-177.4160667	495992.109369976	554631.66431299	dt1	39730
R1_HV2_8.fastq.gz	HV2_8	Heekin_Valley	2017	-85.05281667	-177.4099167	496053.312963208	554356.715412522	dt1	2480
R1_HV3_1.fastq.gz	HV3_1	Heekin_Valley	2017	-85.03316667	-177.3292167	496817.727037184	556555.415927414	dt1	36856
R1_HV3_10.fastq.gz	HV3_10	Heekin_Valley	2017	-85.02945	-177.1922833	498139.958138379	556976.346908381	dt1	71058
R1_HV3_2.fastq.gz	HV3_2	Heekin_Valley	2017	-85.02861667	-177.1936667	498126.262663363	557069.335133426	dt1	33991
R1_HV3_3.fastq.gz	HV3_3	Heekin_Valley	2017	-85.03285	-177.3167	496938.51998877	556591.448116418	dt1	26556
R1_HV3_4.fastq.gz	HV3_4	Heekin_Valley	2017	-85.03288333	-177.3021167	497079.512266916	556588.485606693	dt1	38752
R1_HV3_5.fastq.gz	HV3_5	Heekin_Valley	2017	-85.03076667	-177.2549167	497534.732399596	556826.998617593	dt1	32939
R1_HV3_6.fastq.gz	HV3_6	Heekin_Valley	2017	-85.03111667	-177.2489333	497592.765879267	556788.178159136	dt1	35774
R1_HV3_7.fastq.gz	HV3_7	Heekin_Valley	2017	-85.0316	-177.2427	497653.270467994	556734.476907024	dt1	32010
R1_HV3_8.fastq.gz	HV3_8	Heekin_Valley	2017	-85.03196667	-177.2374833	497703.880845344	556693.75248353	dt1	34308
R1_HV3_9.fastq.gz	HV3_9	Heekin_Valley	2017	-85.0324	-177.2265167	497810.101947204	556645.803255867	dt1	56648
R1_MF1_1.fastq.gz	MF1_1	Mount_Franke	2018	-84.62618333	-176.7664333	502442.171840518	601995.241979672	dt1	36598
R1_MF1_2.fastq.gz	MF1_2	Mount_Franke	2018	-84.62638333	-176.7611	502497.843786681	601972.685378551	dt1	14389
R1_MF1_3.fastq.gz	MF1_3	Mount_Franke	2018	-84.62646667	-176.7549	502562.628521916	601963.108837489	dt1	22322
R1_MF1_4.fastq.gz	MF1_4	Mount_Franke	2018	-84.62648333	-176.7497833	502616.117458053	601961.018718826	dt1	3444
R1_MF1_5.fastq.gz	MF1_5	Mount_Franke	2018	-84.62653333	-176.7433667	502683.18029566	601955.141369965	dt1	1886
R1_MF1_6.fastq.gz	MF1_6	Mount_Franke	2018	-84.6236	-176.7353	502769.025792386	602282.231117457	dt1	37886
R1_MF2_1.fastq.gz	MF2_1	Mount_Franke	2018	-84.62351667	-176.73275	502795.744345866	602291.410641868	dt1	51336
R1_MF2_2.fastq.gz	MF2_2	Mount_Franke	2018	-84.62375	-176.72945	502830.143454461	602265.200802766	dt1	30931
R1_MF2_3.fastq.gz	MF2_3	Mount_Franke	2018	-84.62373333	-176.7252167	502874.435307486	602266.851996347	dt1	26624
R1_MF2_4.fastq.gz	MF2_4	Mount_Franke	2018	-84.62266667	-176.75065	502608.901985464	602387.143707268	dt1	41861
R1_MF3_1.fastq.gz	MF3_1	Mount_Franke	2018	-84.62266667	-176.7455833	502661.913572342	602386.911682185	dt1	40960
R1_MF3_2.fastq.gz	MF3_2	Mount_Franke	2018	-84.62411667	-176.0409667	510031.057701195	602147.334461303	dt1	38157
R1_MFx1.fastq.gz	MFx1	Mount_Franke	2018	-84.62511667	-176.7705333	502399.777312153	602114.494787943	dt1	9915
R1_MFx2.fastq.gz	MFx2	Mount_Franke	2018	-84.62411667	-176.04085	510032.27821878	602147.314118652	dt1	46461
R1_MFx3.fastq.gz	MFx3	Mount_Franke	2018	-84.62406667	-176.04295	510010.407996369	602153.261008115	dt1	48901
R1_MSP1_1.fastq.gz	MSP1_1	Mount_Speed	2018	-84.46493333	-177.1614667	498261.201313524	619999.564732544	dt1	46425
R1_MSP1_2.fastq.gz	MSP1_2	Mount_Speed	2018	-84.48301667	-176.51275	505229.942587307	617961.065211231	dt1	40758
R1_MSP1_3.fastq.gz	MSP1_3	Mount_Speed	2018	NA	NA	NA	NA	dt1	33305
R1_MSP1_4.fastq.gz	MSP1_4	Mount_Speed	2018	-84.48306667	-176.5035333	505328.820332129	617954.638152497	dt1	49501
R1_MSP10X.fastq.gz	MSP10X	Mount_Speed	2018	-84.483	-176.4972667	505396.146140383	617961.497045022	dt1	42175
R1_MSP11X.fastq.gz	MSP11X	Mount_Speed	2018	-84.46486667	-177.1276667	498625.168760474	620007.92066828	dt1	28790
R1_MSP13X.fastq.gz	MSP13X	Mount_Speed	2018	-84.48296667	-176.4805333	505575.784854765	617963.623052087	dt1	31208
R1_MSP2_1.fastq.gz	MSP2_1	Mount_Speed	2018	-84.48188333	-176.5069667	505293.100369222	618087.056837091	dt1	43011
R1_MSP2_2.fastq.gz	MSP2_2	Mount_Speed	2018	-84.4819	-176.4975333	505394.356570841	618084.320150644	dt1	39773
R1_MSP2_3.fastq.gz	MSP2_3	Mount_Speed	2018	-84.48153333	-176.49465	505425.669538094	618124.982232636	dt1	52746
R1_MSP3_1.fastq.gz	MSP3_1	Mount_Speed	2018	-84.48191667	-176.4879	505497.758031724	618081.547784287	dt1	37705
R1_MSP3_2.fastq.gz	MSP3_2	Mount_Speed	2018	-84.48085	-176.47925	505591.696730826	618199.79165075	dt1	43933
R1_MSP3_3.fastq.gz	MSP3_3	Mount_Speed	2018	-84.48046667	-176.4826833	505555.216302109	618242.916878695	dt1	46359
R1_MSP3_4.fastq.gz	MSP3_4	Mount_Speed	2018	-84.48018333	-176.4880833	505497.511114705	618275.06581378	dt1	45602
R1_MSP4_1.fastq.gz	MSP4_1	Mount_Speed	2018	-84.46606667	-177.1224167	498681.990348273	619874.077213552	dt1	18913
R1_MSP4_2A.fastq.gz	MSP4_2A	Mount_Speed	2018	-84.46566667	-177.1357167	498538.689751923	619918.41154833	dt1	36323
R1_MSP4_2B.fastq.gz	MSP4_2B	Mount_Speed	2018	-84.46566667	-177.1357167	498538.689751923	619918.41154833	dt1	43829
R1_MSP4_2C.fastq.gz	MSP4_2C	Mount_Speed	2018	-84.46566667	-177.1357167	498538.689751923	619918.41154833	dt1	44954
R1_MSP4_4.fastq.gz	MSP4_4	Mount_Speed	2018	-84.46466667	-177.1685	498185.374352249	620029.117132274	dt1	44245
R1_MSPX1.fastq.gz	MSPX1	Mount_Speed	2018	-84.4784	-176.4787	505600.079324669	618473.242284346	dt1	50770
R1_MSPX2.fastq.gz	MSPX2	Mount_Speed	2018	-84.48146667	-176.4787	505596.978885815	618130.896653896	dt1	42775
R1_MSPX3.fastq.gz	MSPX3	Mount_Speed	2018	-84.48146667	-176.4787	505596.978885815	618130.896653896	dt1	34803
R1_MSPX4.fastq.gz	MSPX4	Mount_Speed	2018	-84.48161667	-176.47655	505619.909625054	618113.942028075	dt1	37877
R1_MSPX5.fastq.gz	MSPX5	Mount_Speed	2018	-84.48148333	-176.4772167	505612.887129582	618128.892395511	dt1	44535
R1_MSPX6.fastq.gz	MSPX6	Mount_Speed	2018	-84.48081667	-176.4818167	505564.170316733	618203.761142373	dt1	39508
R1_NP1_1.fastq.gz	NP1_1	Nielsen_Peak	2018	-84.53455	-176.4222333	506143.735118424	612199.236682994	dt1	17666
R1_NP1_2.fastq.gz	NP1_2	Nielsen_Peak	2018	-84.53411667	-176.4055	506322.163678608	612245.798688067	dt1	38781
R1_NP1_3.fastq.gz	NP1_3	Nielsen_Peak	2018	-84.5339	-176.40255	506353.785186002	612269.661397712	dt1	42867
R1_NP2_1.fastq.gz	NP2_1	Nielsen_Peak	2018	-84.53481667	-601.2	455379.606211329	610571.570587503	dt1	31636
R1_NP2_2.fastq.gz	NP2_2	Nielsen_Peak	2018	-84.53505	-175.42705	516722.798074991	611945.735055791	dt1	33152
R1_NP2_3.fastq.gz	NP2_3	Nielsen_Peak	2018	-84.5353	-175.42775	516714.595569684	611918.038940798	dt1	38491
R1_NP2_4.fastq.gz	NP2_4	Nielsen_Peak	2018	-84.5357	-175.4302667	516686.629374211	611874.13003361	dt1	23798
R1_NP3_1.fastq.gz	NP3_1	Nielsen_Peak	2018	-84.5346	-175.4231667	516765.449243738	611994.82429965	dt1	38981
R1_NP3_2.fastq.gz	NP3_2	Nielsen_Peak	2018	-84.53366667	-175.4019333	516994.045778114	612092.754024932	dt1	38737
R1_NP3_3.fastq.gz	NP3_3	Nielsen_Peak	2018	-84.53406667	-175.4075667	516932.919325844	612049.775690289	dt1	26576
R1_NP3_4.fastq.gz	NP3_4	Nielsen_Peak	2018	-84.53441667	-175.4166	516835.814275293	612013.366663428	dt1	38094
R1_NP4_1.fastq.gz	NP4_1	Nielsen_Peak	2018	-84.5317	-175.3359667	517701.699931806	612292.341464486	dt1	40378
R1_NP4_3.fastq.gz	NP4_3	Nielsen_Peak	2018	-84.53191667	-175.335	517711.281049467	612267.865264593	dt1	27690
R1_NP4_5.fastq.gz	NP4_5	Nielsen_Peak	2018	-84.53315	-175.3152333	517917.458604399	612124.11730106	dt1	27668
R1_NP4_6.fastq.gz	NP4_6	Nielsen_Peak	2018	-84.6227	-176.7500833	502614.815064918	602383.397081455	dt1	33692
R1_PCR_B1.fastq.gz	PCR_B1	blank	NA	NA	NA	NA	NA	dt1	332
R1_PCR_B3.fastq.gz	PCR_B3	blank	NA	NA	NA	NA	NA	dt1	983
R1_PCR_B4.fastq.gz	PCR_B4	blank	NA	NA	NA	NA	NA	dt1	689
R1_RM1_8.fastq.gz	RM1_8	Roberts_Massif	2017	-85.48678333	-177.0993667	499127.024725554	505921.284640348	dt1	5247
R1_RM3_2.fastq.gz	RM3_2	Roberts_Massif	2017	-85.48656667	-177.1980167	498260.2651627	505943.230727157	dt1	1228
R1_SGB1.fastq.gz	SGB1	blank	NA	NA	NA	NA	NA	dt1	91
R1_SGB2.fastq.gz	SGB2	blank	NA	NA	NA	NA	NA	dt1	0
R1_SGB3.fastq.gz	SGB3	blank	NA	NA	NA	NA	NA	dt1	207
R1_SGB4.fastq.gz	SGB4	blank	NA	NA	NA	NA	NA	dt1	41
R1_SGB5.fastq.gz	SGB5	blank	NA	NA	NA	NA	NA	dt1	2441
R1_TGV1_1.fastq.gz	TGV1_1	Thanksgiving_Valley	2017	-84.92033333	-176.9902	500096.87553573	569161.303187463	dt1	35273
R1_TGV1_2.fastq.gz	TGV1_2	Thanksgiving_Valley	2017	-84.91991667	-176.9830833	500167.239635108	569207.802959232	dt1	30943
R1_TGV1_3.fastq.gz	TGV1_3	Thanksgiving_Valley	2017	-84.91955	-176.9731667	500265.294900436	569248.700877113	dt1	24212
R1_TGV1_4.fastq.gz	TGV1_4	Thanksgiving_Valley	2017	-84.9187	-176.9615667	500380.044923504	569343.530174484	dt1	35654
R1_TGV1_5.fastq.gz	TGV1_5	Thanksgiving_Valley	2017	-84.91763333	-176.9316833	500675.686099171	569462.339409642	dt1	38862
R1_TGV1_6.fastq.gz	TGV1_6	Thanksgiving_Valley	2017	-84.91668333	-176.9121167	500869.371398334	569568.134952853	dt1	39996
R1_TGV1_7.fastq.gz	TGV1_7	Thanksgiving_Valley	2017	-84.91605	-176.8988667	501000.569076697	569638.624731693	dt1	31685
R1_TGV1_8.fastq.gz	TGV1_8	Thanksgiving_Valley	2017	-84.91536667	-176.8791333	501195.962825746	569714.535083931	dt1	42630
R1_TGV2_1.fastq.gz	TGV2_1	Thanksgiving_Valley	2017	-84.91778333	-177.0528	499477.797094065	569445.754918879	dt1	39490
R1_TGV2_2.fastq.gz	TGV2_2	Thanksgiving_Valley	2017	-84.91638333	-177.02175	499784.828884316	569602.250527048	dt1	33314
R1_TGV2_3.fastq.gz	TGV2_3	Thanksgiving_Valley	2017	-84.91551667	-176.9955667	500043.865761748	569699.04381931	dt1	43005
R1_TGV2_4.fastq.gz	TGV2_4	Thanksgiving_Valley	2017	-84.9145	-176.9688333	500308.443734529	569812.463430937	dt1	23217
R1_TGV2_5.fastq.gz	TGV2_5	Thanksgiving_Valley	2017	-84.915	-176.9068833	500921.446138807	569755.980956899	dt1	77485
R1_TGV2_6.fastq.gz	TGV2_6	Thanksgiving_Valley	2017	-84.91455	-176.89165	501072.283332957	569805.95508215	dt1	49127
R1_TGV2_7.fastq.gz	TGV2_7	Thanksgiving_Valley	2017	-84.9145	-176.88595	501128.704250523	569811.428043205	dt1	22943
R1_TGV2_8.fastq.gz	TGV2_8	Thanksgiving_Valley	2017	-84.9174	-177.0489833	499515.508593449	569488.583432076	dt1	32478
R1_TGV2_extra.fastq.gz	TGV2_extra	Thanksgiving_Valley	2017	-84.91903333	-177.06025	499404.261249443	569306.132030377	dt1	49555
R1_TGV3_1.fastq.gz	TGV3_1	Thanksgiving_Valley	2017	-84.90956667	-177.0217333	499784.706566811	570363.265379822	dt1	1172
R1_TGV3_2.fastq.gz	TGV3_2	Thanksgiving_Valley	2017	-84.91075	-177.0010667	499989.435554274	570231.198496308	dt1	4138
R1_TGV3_3.fastq.gz	TGV3_3	Thanksgiving_Valley	2017	-84.9135	-176.9650833	500345.62367168	569924.08252489	dt1	49978
R1_TGV3_4.fastq.gz	TGV3_4	Thanksgiving_Valley	2017	-84.91456667	-176.9322833	500670.154844033	569804.709461475	dt1	49126
R1_TGV3_5.fastq.gz	TGV3_5	Thanksgiving_Valley	2017	-84.91495	-176.9117667	500873.130539281	569761.63914796	dt1	42100
R1_TGV3_6.fastq.gz	TGV3_6	Thanksgiving_Valley	2017	-84.9145	-176.9008333	500981.410728191	569811.701028829	dt1	42997
R1_TGV3_7.fastq.gz	TGV3_7	Thanksgiving_Valley	2017	-84.91411667	-176.8959667	501029.650749553	569854.411018195	dt1	43007
R1_TGV3_8.fastq.gz	TGV3_8	Thanksgiving_Valley	2017	-84.91358333	-176.8834667	501153.487702859	569913.716012029	dt1	19408
R1_TGV3_9.fastq.gz	TGV3_9	Thanksgiving_Valley	2017	-84.91368333	-176.8831667	501156.434529389	569902.545968173	dt1	27957
R1_TN1_2.fastq.gz	TN1_2	Taylor_Nunatak	2018	-84.92538333	-176.0765	509119.59630813	568524.318214148	dt1	49805
R1_TN1_3.fastq.gz	TN1_3	Taylor_Nunatak	2018	-84.92523333	-176.0817667	509067.859161348	568541.894787336	dt1	40213
R1_TN1_5.fastq.gz	TN1_5	Taylor_Nunatak	2018	-84.921	-176.0976	508918.926954797	569016.922518084	dt1	38496
R1_TN1_6.fastq.gz	TN1_6	Taylor_Nunatak	2018	-84.91865	-176.1080333	508819.885107249	569280.854658935	dt1	17242
R1_TN1_7.fastq.gz	TN1_7	Taylor_Nunatak	2018	-84.916	-176.1338833	508568.750780336	569580.574746488	dt1	27609
R1_TN1_8.fastq.gz	TN1_8	Taylor_Nunatak	2018	-84.91481667	-176.1509167	508402.196507682	569715.180373915	dt1	38356
R1_TN1_9.fastq.gz	TN1_9	Taylor_Nunatak	2018	-84.91556667	-176.1465833	508443.832821388	569630.824598374	dt1	26604
R1_TN1_9Bonus.fastq.gz	TN1_9Bonus	Taylor_Nunatak	2018	-84.91556667	-176.1465833	508443.832821388	569630.824598374	dt1	41985
R1_TN2_1.fastq.gz	TN2_1	Taylor_Nunatak	2018	-84.92381667	-176.0987667	508902.470136804	568702.687254289	dt1	45661
R1_TN2_2.fastq.gz	TN2_2	Taylor_Nunatak	2018	-84.92416667	-176.0996167	508893.462830055	568663.74933088	dt1	45234
R1_TN2_3.fastq.gz	TN2_3	Taylor_Nunatak	2018	-84.92451667	-176.09975	508891.534762208	568624.70052292	dt1	9250
R1_TN2_4.fastq.gz	TN2_4	Taylor_Nunatak	2018	-84.92548333	-176.1047	508840.969179931	568517.558173554	dt1	33247
R1_TN2_5.fastq.gz	TN2_5	Taylor_Nunatak	2018	-84.92635	-176.1060167	508826.464284512	568421.016544722	dt1	58236
R1_TN2_6.fastq.gz	TN2_6	Taylor_Nunatak	2018	-84.9266	-176.1063333	508822.905079406	568393.158340527	dt1	35265
R1_TN2_7.fastq.gz	TN2_7	Taylor_Nunatak	2018	-84.92663333	-176.10935	508793.066851584	568389.899743536	dt1	30919
R1_TN2_8.fastq.gz	TN2_8	Taylor_Nunatak	2018	-84.92661667	-176.1107833	508778.946267357	568391.978381248	dt1	31426
R1_TN3_1.fastq.gz	TN3_1	Taylor_Nunatak	2018	-84.92271667	-176.1242333	508652.797787096	568829.363381647	dt1	53363
R1_TN3_2.fastq.gz	TN3_2	Taylor_Nunatak	2018	-84.92166667	-176.1252333	508644.700900185	568946.722758999	dt1	28187
R1_TN3_5.fastq.gz	TN3_5	Taylor_Nunatak	2018	-84.9182	-176.1281667	508621.58008494	569334.139377091	dt1	33799
